differen_0,differen_1,differen_2,differen_3,differen_4,differen_5,differen_6,differen_7,differen_8,differen_9,differen_10,differen_11,differen_12,differen_13,differen_14,differen_15,differen_16,differen_17,differen_18,differen_19,differen_20,differen_21,differen_22,differen_23,ct2010
0.015503876,0.002837327,0.021126761,0.0125,0,0,0,0.017239034,0.005254878,-0.006437768,0.007936508,-0.000612245,0.009743,0.001735537,0.016064257,0,-0.001084727,0.008586609,0.009615385,0.008032971,0.01297572,0.005218492,0.053913959,0.022624554,19000
-0.010067114,0,0,0,0,0,0,0.005780347,0.007246377,-0.001442843,-0.004608295,-0.002857143,-0.004219409,0.005,0.008032129,0,0,0.003802281,0.009615385,0.01910828,0.003738001,0,-0.007456481,-0.006079027,20600
-0.003355705,0,0,0,0.009090909,0,0,0,0,0,0,-0.002857143,0,0,0,0,0,0,0,0,0,0,-0.003215434,0,24900
-0.003355705,0,0,0,0,0.015384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.001976285,0,0,-0.003039514,26100
0.001040529,-0.00357293,0,0.00625,0,0.015384615,0.011494253,0.005780347,0.003623188,0.00070308,-0.000640041,0,0,0,0,0,-0.004694836,0,0.004807692,0.008032971,0.011428571,0.003918147,0.004379643,-0.006079027,26300
0,0,0,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.003039514,26700
0,0,-0.041666667,0,0,0,0,0,0,-0.002145923,0,-0.002857143,0,0,0,0,0,0,0,0,0,0,0,-0.003039514,26900
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.001976285,0,0,0,27700
0.007725925,0.292559899,0.395539906,0.060855263,0.127272727,-0.169230769,-0.085057471,-0.348588915,0.018417177,0.076745778,0.014080901,0.165918367,0.002013809,0.060123967,-0.07727111,-0.068370684,-0.052812664,-0.037619923,-0.046039765,0.108130386,-0.097131564,-0.082657496,-0.020096463,0.028095679,12500
0.025987201,0.452711223,0.608568075,0.303618421,-0.081818182,0.092307692,0.04137931,0.095715743,0.131857282,0.050475038,0.042114695,0.166326531,0.03649789,0.038512397,-0.149661939,-0.126856269,-0.102710124,-0.008788054,-0.079123207,-0.261970776,-0.170717109,0.000838381,0.045459585,0.053997621,11900
0.007517819,-0.00357293,0.028169014,0.0125,-0.1,0.015384615,0.034482759,0.023121387,0.032608696,0.01994302,0.021505376,0.032857143,0,-0.002396694,-0.004219409,0.004065041,0.003610108,-0.009442752,0.004807692,0.01910828,0.013190288,0.018290388,-0.006430868,0.002616625,22500
0,-0.016393443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29300
0.037797201,0.246952501,-0.161971831,0.2125,-0.027272727,-0.153846154,-0.242528736,0.011356681,0.000635941,-0.014355062,-0.002048131,0.02122449,0.044495589,0.037809917,-0.010065579,-0.009885099,0.022728428,0.006874323,0.02892764,0.015991008,-0.005793337,0.067652192,0.092111099,0.181155015,3001
0.026689558,0.078079025,0.369131455,0.058223684,0.181818182,-0.292307692,-0.127586207,-0.180346821,-0.221642066,-0.281996258,-0.178955453,0.027346939,-0.022247794,-0.03,-0.197905546,-0.079455795,-0.078846121,0.010953592,0.020779009,0.10955414,0.134105025,-0.166615337,0.218760395,-0.026800581,5600
0.004734405,0.027742749,0.022300469,-0.002631579,-0.036363636,0.107692308,0,-0.006086365,0.002627439,0.008510326,0.020225294,0.045306122,0.010721135,0.003471074,-0.025723146,-0.043155432,-0.000728801,0.000982046,-0.001385267,-0.01521169,-0.018644833,-0.030147487,-0.030712939,0.076146425,1600
0.265282764,0.16162253,0.078051643,0.03125,0.036363636,0.092307692,0.24137931,0.32733764,0.277822405,0.090471125,0.154505888,0.00877551,0.051745301,0.112644628,0.034721163,0.020490205,-0.036219725,0.071790094,-0.13184485,0.042367928,0.052512705,0.019282757,0.210472336,0.26110744,12000
0.275583997,0.170870113,0.126760563,-0.015131579,0.081818182,-0.169230769,0.137931034,0.119857191,0.121431201,-0.024858467,-0.085893497,0.065918367,-0.102454929,-0.063512397,0.051141274,0.0599556,-0.135167201,-0.009518294,-0.067633638,0.239250656,0.017583286,0.046726893,0.269514359,0.482463328,12800
-0.061391187,-0.26345103,0.230046948,0.242105263,-0.172727273,0.107692308,0.485057471,0.675382523,0.549285403,0.149817199,0.111495136,0.177142857,-0.014192558,0.024008264,-0.147374307,-0.075255753,-0.121811495,-0.091456198,-0.121088657,-0.159700262,-0.036713721,-0.195582247,-0.0823262,0.070781023,12100
0.010873524,0.002837327,0,0,0,0.015384615,0.022988506,0.034376063,0.014132945,-0.023012117,-0.00499232,-0.011020408,0.050997315,0.048429752,0.051751309,-0.023835238,-0.002915205,0.00601818,0.05410691,0.06454852,0.034545455,0.053570818,0.035785564,0.108735298,15001
-0.014931585,-0.027112232,0.014084507,-0.033881579,0,0.046153846,0.045977011,0.069364162,0.062230144,0.034854432,0.023297491,0.029387755,-0.009397775,-0.066570248,-0.052666362,-0.112516125,-0.114489585,-0.077506106,-0.126222295,-0.042472836,-0.060790514,-0.074615885,-0.066082714,-0.009885027,10601
0.016544405,0.006410256,0.007042254,0,0,0,0,0.005678341,0.003623188,-0.001442843,0.001664107,0.002244898,0,0.000867769,0,0.004065041,0,0,-0.004237288,0.012738854,-0.001976285,-0.007853403,0.025862069,0.00523325,22600
0.013292753,0.020596889,-0.019366197,-0.027631579,-0.127272727,0.061538462,0.011494253,-0.000510031,-0.004660776,-0.028856853,-0.042882744,0.038571429,0.014978903,0.187107438,0.003711047,0.028635286,-0.031846918,0.027497293,0.128829857,0.218553765,0.116182947,0.110922903,0.150321543,0.041020219,5501
-0.005670881,0.006410256,0.007042254,0.0125,0,0,0.045977011,0.01734104,0.026676038,0.004255163,0.00499232,0.002244898,0.009090909,-0.008264463,-0.000203345,-0.003315033,0.010830325,0.007604563,0,0.001663544,-0.009881423,0.003901037,0.027026278,-0.000422889,20800
0.296290516,0.121689786,0.225352113,0.08125,0.1,0.076923077,0.195402299,0.184359062,0.041126954,-0.010246628,0.031746032,0.048163265,-0.042462601,0.057768595,0.009353871,-0.009765098,-0.039406112,0.022461159,0.013445241,0.06252529,0.106301525,0.197156349,0.313643419,0.354142989,13400
0.064278654,0.167717528,0.492957746,0.2625,-0.081818182,0.030769231,-0.301149425,0.088371302,0.304849885,0.287553648,0.373271889,0.297142857,0.057326429,0.094049587,-0.267500381,-0.126676267,-0.207826986,-0.104424244,-0.169410039,0.009231922,-0.0040655,-0.148393389,-0.017269099,-0.115792256,9200
0.085843609,0.131042455,0.056924883,-0.008881579,0.018181818,0.030769231,0.011494253,-0.007208433,-0.045444656,-0.14151474,-0.032386073,0.139183673,-0.087533563,-0.197603306,-0.083371461,0.081345813,-0.019965763,0.082693325,-0.009370926,0.111532409,0.064968944,0.019453855,0.078279188,0.030130831,11401
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
0.220149836,0.467738546,0.368544601,0.153618421,-0.254545455,0.276923077,-0.004597701,-0.274974498,-0.149303812,-0.147133267,-0.138376856,0.168367347,0.191004987,-0.012561983,-0.012048193,-0.096705967,0.009287978,0.042102082,0.11970339,0.107605845,-0.012704687,0.079440851,0.124404036,0.111246201,13100
-0.032568545,0.091530055,0.481807512,0.151973684,-0.309090909,0,-0.050574713,0.01683101,0.00684473,0.032488414,0.034306196,0.061428571,-0.001246644,0.133636364,0.041482385,-0.001635016,-0.026779207,0.037796188,-0.025423729,0.000944174,0.07038961,-0.136604729,-0.077891119,0.041918858,6500
0.039800219,0.032051282,0.014084507,0,0.018181818,0,0,0.040156409,0.010149948,-0.031559126,-0.012416795,0.002653061,0.051630226,-0.007190083,0.007015403,0.018135181,0.025626684,0.03900486,0.084012386,0.124630948,0.121547149,0.05880642,0.126094911,0.109581076,19800
0.028692576,0.012820513,0,0,0,0,0.022988506,0.011560694,0.018115942,0.00281232,0.009600614,-0.011428571,0.014288454,-0.008264463,-0.000203345,0.008880089,0.010830325,0.003802281,-0.012711864,0.043207194,0.030333145,0.018290388,0.018405588,0.03435972,20000
0.436865928,0.10592686,0.113849765,0.041118421,-0.081818182,0.107692308,-0.096551724,0.07817069,0.090964622,-0.269084039,-0.413850486,0.06122449,0.273245109,0.30107438,-0.139545524,0.189526895,0.12262504,0.070707325,0.10666558,0.257999251,0.251959345,0.263679294,0.487775807,0.386388265,14900
-0.001274648,-0.016393443,-0.02758216,0,0,0.015384615,0,0,-0.002309469,-0.002145923,-0.002304147,0.010204082,-0.004219409,0,-0.000203345,0.004065041,0.003610108,0.003802281,-0.008474576,0.003327089,-0.005928854,0.030061938,0.005405256,0.037399234,22700
-0.013422819,-0.009983186,0,0,0,0,0.022988506,0.011560694,0.004936908,0.003552083,-0.004608295,-0.005714286,0.018181818,0.000867769,0.008032129,0.000375004,-0.00686429,0,0.011897001,0.012049457,0.003523433,-0.001317455,0.002189821,0.016968415,17402
0.012148171,-0.026376629,0,0,0,0,0.011494253,0.01734104,0.003623188,0.002849003,-0.002304147,0,0,0.01,-0.004422754,0.004065041,-0.004694836,0.003802281,0.000570404,-0.004705882,0.014952005,-0.005235602,0.00862069,0.002616625,21500
-0.218849175,-0.244640605,0.037558685,0.000986842,-0.054545455,-0.523076923,0.302298851,0.088405304,0.169913311,-0.181321301,-0.226318484,-0.114081633,-0.108975834,-0.153016529,-0.30933862,-0.167941679,-0.242758597,-0.099186664,-0.098191004,-0.04611465,-0.041061547,-0.173099956,-0.148020845,-0.239302233,8800
-0.149523958,0.206389239,0.052230047,0.11875,0.090909091,0.169230769,0.083908046,0.119143149,0.124887037,-0.044832056,-0.045826933,0.011428571,-0.098273878,-0.079049587,-0.100604951,-0.082065821,-0.127540211,0.031299574,0.033409387,-0.027860622,-0.009700734,-0.089296102,-0.134826477,-0.070860315,9000
0.216924197,0.058322825,0.008215962,-0.008881579,0.009090909,0.046153846,0.022988506,0.028187691,0.055937678,0.038259785,0.117127496,0.135918367,0.071768316,0.06214876,0.054394794,0.061410614,-0.003271131,0.044771234,-0.015482399,-0.015616336,0.043997741,0.065222599,0.148408915,0.146716004,1501
-0.045939337,-0.07271963,0.021126761,0,0.009090909,0.015384615,0.034482759,0.011050663,-0.002033337,-0.057310199,-0.07859703,-0.049387755,-0.024012275,-0.048512397,0.001982614,-0.112516125,-0.022762326,-0.037645104,0.021512386,0.000569502,0.013664596,-0.034048523,-0.038585209,-0.004731069,8602
-0.035065813,-0.031420765,-0.083333333,0.01875,0.018181818,0.015384615,0.011494253,-0.005882353,0.004936908,0.003552083,0.003328213,-0.000612245,-0.020771001,-0.011528926,-0.025316456,-0.014385144,-0.009389671,-0.002820235,-0.006763364,-0.00206819,0.0143083,-0.013140335,-0.010256126,-0.068137967,1402
-0.277274856,-0.410781841,0.087441315,0.14375,-0.209090909,0.169230769,0.006896552,0.194185651,0.177770526,0.048842669,0.045442908,0.038163265,-0.067798236,-0.021818182,-0.145544202,-0.031530315,-0.061439637,-0.045728099,-0.128340939,-0.02705133,-0.096013552,-0.199226637,-0.093635658,-0.191515792,7000
-0.032516518,0,0,-0.105263158,0,0,-0.1,-0.017647059,0,-0.002145923,-0.002304147,-0.000612245,0,0.000867769,-0.008438819,-0.014760148,-0.014084507,-0.013245033,-0.016949153,-0.007058824,0.00528515,-0.013106115,-0.029964519,-0.03343465,1200
-0.002315176,0.019230769,0.021126761,0.0125,0,-0.2,0,0.01734104,0.002627439,0.003552083,0.001664107,-0.005714286,0.000326045,0.000867769,0.003812719,-0.007380074,0,0.007604563,0.004807692,0.010385912,0,0.006535948,0.03667258,0.017391304,22400
-0.105093387,-0.206809584,0.113849765,-0.036513158,-0.027272727,0.076923077,0.195402299,0.119959198,0.160650333,0.037782913,0.034306196,-0.025306122,-0.015841964,-0.010330579,-0.118448477,-0.080250803,-0.140895917,0.071160577,-0.07154498,-0.016380667,-0.194274421,-0.114156657,-0.316193591,-0.10598652,7200
-0.047812289,0.010508617,0.058685446,0.034868421,0.054545455,-0.061538462,-0.096551724,0.154641278,0.112469458,-0.004432462,-0.016897081,0.143061224,0.030935942,0.102520661,-0.088150069,0.031440314,-0.028609685,0.059149397,0.023712516,0.103664294,0.062823264,0.041525511,-0.010311564,-0.071362495,7400
-0.093283388,-0.058638083,0.149647887,0.241118421,-0.4,0.184615385,0.540229885,0.704386263,0.394166081,-0.000550237,0.154121864,0.202040816,0.072458765,0.040123967,-0.056936607,-0.059115591,-0.136929883,-0.070254073,-0.00904498,0.045365305,0.003229814,-0.046059611,-0.125595964,-0.076595745,11500
-0.046641694,-0.034993695,0.036384977,0.016118421,0.118181818,0.138461538,0.08045977,0.068854131,0.066849081,-0.011689471,-0.015232975,0.010816327,-0.075604143,-0.045702479,-0.093081186,-0.062295623,-0.033965526,-0.00637071,-0.080752934,-0.05521169,-0.05486166,-0.08773911,-0.124099124,-0.046359191,10602
-0.028952708,0.036149643,0.148474178,0.13125,-0.172727273,0.261538462,0.275862069,0.363651819,0.311828497,0.146375164,0.079877112,0.136122449,0.060126582,0.06338843,-0.025468964,0.011370114,-0.024253826,0.082441518,0.055981095,0.079970026,-0.006606437,0.016699175,0.017740326,0.16992203,11000
0.078091671,0.08259773,0.056338028,0.03125,0.009090909,0.076923077,-0.165517241,-0.177388643,-0.05188774,-0.136079625,-0.164106503,-0.08,-0.161929421,-0.107479339,-0.056123227,-0.05298053,-0.098981373,-0.014579609,-0.070567145,0.014162608,0.011044608,0.060055436,-0.02954873,0.030976609,11600
0.059700328,0.041298865,0.035211268,0.00625,0.018181818,0,-0.054022989,-0.023937436,-0.051527931,-0.059419439,-0.046082949,-0.017959184,-0.045761412,-0.000454545,-0.005642824,0.005190052,-0.002186404,-0.008460706,0.069018905,0.09112027,0.021784303,0.050953016,0.104612485,0.074798467,19600
-0.123952968,0.073139975,0.044014085,0.097368421,-0.1,0.153846154,0.06091954,-0.169194152,0.001045955,-0.164001076,-0.096646185,0.124897959,-0.027406981,-0.109793388,-0.030044228,-0.032055321,-0.111743869,-0.144058621,-0.02982399,-0.070453353,-0.049779785,0.030917428,0.001053332,-0.107255187,8200
-0.13805213,-0.109815048,0.042253521,0.00625,0,0.061538462,0.137931034,0.1149949,0.151454296,0.0182434,-0.009856631,0.021428571,-0.066187188,-0.10268595,-0.159575009,-0.10101101,-0.130387621,-0.119935537,-0.180981095,-0.1181716,-0.086007905,-0.167607706,-0.207561814,-0.17232721,8603
0.163232922,0.048339639,0.063967136,0.03125,-0.136363636,0.076923077,-0.016091954,0.030703842,-0.001372293,-0.123051245,-0.068996416,-0.116734694,-0.05088224,-0.031033058,-0.102638402,-0.05899559,-0.11815054,-0.035781734,-0.022571708,0.145327838,0.116182947,-0.086575642,0.089505488,0.125941588,12400
0.061521253,0.042664985,0.091549296,0.0375,0.109090909,0.061538462,0.118390805,0.18983339,0.014961342,-0.038253671,0.007936508,0.000204082,-0.103183736,-0.025289256,-0.074017589,-0.043605436,-0.050253386,-0.034195352,-0.072930248,8.99E-05,0.031157538,-0.023868186,0.002550172,0.063380468,13200
-0.002315176,0.006410256,-0.041666667,0,0,0,0,0,0.003623188,-0.001442843,-0.007552483,-0.002857143,-0.008438819,-0.004132231,-0.004219409,0,0.003610108,0.003802281,0,0.006369427,-0.005928854,0.010454094,0.002189821,0.022624554,25500
0.462072733,0.082492644,0.099765258,0.041118421,0.045454545,0.107692308,0.218390805,0.287895274,0.004451585,-0.102001638,-0.02764977,0.034081633,-0.122919064,0.017024793,-0.011234813,0.103486035,-0.083862985,-0.002291441,-0.00529661,0.218643687,0.154771316,0.251787975,0.659163987,0.612210916,13800
-0.017038656,-0.076502732,0.191314554,0.059868421,-0.072727273,0.153846154,-0.162068966,-0.097279837,-0.105172875,-0.118093002,0.018945212,0.162244898,-0.076486383,-0.003016529,-0.048446952,-0.070380704,0.007101575,-0.03749402,0.089960887,-0.005140502,0.009418408,-0.089244773,-0.080912518,-0.033963262,8400
0.237526664,0.137452711,0.035211268,0.03125,0.009090909,0.046153846,0.08045977,0.021795308,-0.00741373,0.016727193,0.017281106,0.188367347,0.095224396,-0.066239669,0.016064257,0.01599016,-0.125794478,-0.010021907,0.016704694,0.123342076,0.159706381,0.171046778,0.181866061,0.331016255,14200
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30900
0.083840591,-0.057166877,0.112676056,0.0625,0.054545455,0.153846154,0.425287356,0.224413465,0.022651203,-0.037403861,0.017281106,-0.031632653,-0.081089375,-0.12731405,-0.042956637,-0.090510905,-0.163675192,-0.050134717,-0.111147327,0.118801049,-0.005443252,0.092341649,0.242432642,0.230950178,13600
0.004162114,-0.026376629,0.000586854,0.00625,0.018181818,0.015384615,0.022988506,0.011356681,0.013814975,-0.010766296,0.003072197,0.003877551,-0.011680092,-0.01392562,0.002999339,0.005565056,-0.007593092,-0.000856143,0.001711213,-0.003731735,-0.008334274,-0.007870513,-0.018128396,-0.012580944,14700
-0.127178607,-0.048549811,0.049882629,0.03125,-0.154545455,-0.184615385,0.206896552,0.144100646,0.061552365,-0.005178338,0.012800819,-0.005510204,-0.092807825,-0.084628099,-0.159371664,-0.128341283,-0.095371265,-0.156724498,-0.15327575,-0.12591982,-0.058554489,-0.112702324,-0.156863289,-0.144469407,15100
0.003121586,0.019230769,0.021126761,0.00625,0.018181818,0.030769231,0.034482759,0.023019381,0.032608696,0.043438123,0.031746032,0.01755102,0.018181818,0.030867769,0.019876976,0.016635166,0.002525381,0,0.019230769,0.014402398,0.01297572,0.036597885,0.009784899,0.040438747,22900
0.033088809,0.012820513,0.014671362,-0.027631579,0,0.015384615,-0.1,0.023019381,0.032608696,0.031339031,0.007936508,0.030612245,0.018181818,0.015867769,0.004016064,-0.003690037,0.007220217,0.003802281,0.024038462,0.020771825,0.018904574,0.026143791,0.002189821,0.014351791,23300
0.007517819,0.009247583,0.028169014,0.00625,0.018181818,0.015384615,0.022988506,0.023121387,0.014492754,0.011396011,-0.005248336,0.020408163,0.009416954,0.015,0.012048193,0.004065041,0.007220217,0.000982046,0.03422425,0.047913076,0.016713721,0.01175444,0.018544184,0.046094886,22000
0.0277561,0.042664985,0.008215962,-0.015131579,0.063636364,0.030769231,-0.065517241,0.109418565,0.004535261,-0.011726153,0.137480799,0.154285714,0.101649405,0.227809917,0.113008998,0.023445234,-0.002203352,0.086722232,0.069670795,0.120899213,0.127950311,0.084847552,0.100648631,-0.033355359,3100
0.031814162,0.014922236,0.007042254,0.0125,0.009090909,0.015384615,0.034482759,0.028595716,-0.001673528,-0.006474451,-0.012160778,0.016938776,0.000978136,-0.01892562,0.015047532,0.001875019,-0.00433891,-0.010298895,0.012467405,0.032131885,-0.002834557,0.050953016,0.062673245,0.051328135,16400
0.042453566,0.043400588,0.056338028,0.0125,-0.109090909,-0.123076923,0.183908046,0.190547433,0.05131874,-0.000813127,-0.020353303,0.017346939,0.009110088,0.034545455,0.034721163,0.048090481,-0.04227047,0.015460932,0.010837679,0.089741476,0.053450028,0.14372241,0.11789001,0.117933131,15802
0.082956142,-0.046343001,0,0,-0.081818182,0,0.045977011,0.034580075,0.015806473,0.012099091,-0.001920123,0.006122449,0.00552359,0.017603306,0.019470286,0.005565056,0.027796139,0.022813688,0.028846154,0.04957662,0.035832863,0.040481812,0.035646968,0.100885424,18000
-0.003589824,0.028478352,0.035211268,0.00625,0.027272727,0.061538462,0.057471264,0.040258416,0.019747632,0.011359329,0.008320533,0.003265306,0.009743,0.025206612,0.003406029,0.005940059,0.024186031,0,0.005378096,0.039190708,0.024404291,0.006518838,0.030241712,0.033936831,18200
-0.049529161,-0.095523329,-0.034624413,0.00625,-0.190909091,-0.184615385,0.068965517,0.005780347,-0.011547344,-0.003588765,0.001664107,-0.006326531,-0.020771001,-0.01892562,-0.00040669,-0.018450185,-0.001084727,-0.00564047,0.001140808,-0.028235294,-0.000858272,-0.027529686,-0.040359242,-0.06205894,2201
-0.041777223,-0.105506515,-0.138497653,0.0125,0.027272727,0.015384615,0.022988506,0.011560694,-0.000995749,0.004958243,0.008960573,0.014081633,0.0048715,-0.006528926,0.003812719,0.01701017,0.001440654,0.008586609,-0.032187093,0.016635444,0.00025974,0.029993498,0.005821044,-0.036394872,2202
0.016544405,0.051282051,0.014084507,0.00625,0.036363636,0.061538462,0.011494253,0.011560694,0.013497004,0.00140616,0.007936508,0.01755102,-0.003567319,0,0.007625438,0.001500015,0.007220217,0.004784328,0.039031943,0.039880105,0.026595144,0.056205728,0.024836456,0.043055372,20901
-0.019483898,0.059583859,0.089201878,-0.004276316,0.218181818,-0.046153846,-0.070114943,0.078374702,0.040875925,-0.152464449,-0.125064004,0.135510204,0.022880706,0.088884298,-0.090691881,-0.094530945,-0.106337181,0.033414751,-0.040743155,0.039535407,0.089599097,-0.059593471,0.048203792,-0.13841681,5800
-0.106472088,-0.131252627,-0.061619718,0.000986842,0.109090909,-0.076923077,0.091954023,-0.012070724,0.011823476,0.007623834,0.027777778,0.108367347,0.020483314,-0.006363636,-0.092674495,-0.009075091,-0.12606566,0.046987133,0.025912647,0.031772199,0.028706945,-0.008075831,0.021426987,-0.055398441,8900
-0.125799906,-0.525430853,-0.142018779,-0.127302632,0.272727273,0.061538462,0.072413793,0.01683101,0.036825987,0.053800912,0.166282642,0.216938776,0.021173763,0.040123967,-0.019571959,0.015750158,0.020525076,0.014982499,0.013852673,-0.021730985,-0.051801242,-0.146904835,-0.123406143,-0.085634994,9300
-0.116305083,-0.14407314,-0.130868545,0.075,-0.272727273,0.092307692,0.026436782,-0.01349881,-0.017923486,-0.037477226,-0.042882744,-0.007346939,-0.040851554,0.035371901,-0.051090438,-0.02596526,0.042168777,-0.074056354,0.058996089,0.043536905,-0.020745342,-0.004140574,-0.034538197,-0.11407427,11100
0.064096561,0.028478352,0.007042254,0.0125,0,0.015384615,0.011494253,0.034682081,0.026676038,0.025641026,0.021505376,0.014693878,0.023379363,0.021735537,0.003406029,0.024390244,0.007220217,0.004784328,0.038461538,0.010385912,0.024618859,0.024826335,0.068965517,0.074798467,22301
0.106784246,-0.008617066,0.078051643,0.05,-0.027272727,0.061538462,0.114942529,0.109622577,0.051360578,0.021275815,0.033794163,0.07122449,0.048388953,0.039545455,0.07849118,0.053280533,0.046558533,0.020119356,0.095909387,0.150393406,0.088853755,0.243061972,0.136157002,0.228782873,19300
-0.181676292,-0.06420765,0.007629108,-0.173026316,0.009090909,0.030769231,0.034482759,-0.012478749,0.005572849,0.025494296,0.037634409,0.034081633,0.032815497,0.024545455,-0.090234355,-0.032775328,-0.081269809,-0.091481379,-0.056958931,-0.09906332,-0.012151327,-0.125808439,-0.213992682,-0.117113784,7500
0.002081057,0,0.007042254,0,0,0.030769231,0.011494253,0,0,0,-0.002304147,0,0,0,-0.004219409,0,0,0,0.004807692,0,-0.001976285,-0.002617801,-0.006430868,-0.009118541,23400
0.001040529,-0.016393443,0,0,0,0.015384615,0.011494253,-0.005882353,0,0.002849003,0.003968254,-0.002857143,0,0,0,0.004065041,0,0,0,0,0.005714286,-0.002617801,0,0,21400
-0.274751574,-0.316099201,-0.14084507,0.631578947,0,0.8,0.106896552,-0.000612037,-0.061401747,-0.156872455,-0.133768561,0.02244898,-0.026524741,0.188347107,-0.118906004,-0.161626616,-0.113472653,-0.008309622,-0.052232725,0.044076433,0.057718803,0.054340759,-0.123932809,-0.08497423,8300
0.004396233,0,0,0,0,0,0,0,0.003623188,0,0,0,0,0,0,-0.003690037,0,0,0,-0.002352941,-0.001976285,-0.002617801,-0.003215434,-0.003039514,30700
0.152671557,0.090794451,0.063380282,0.261842105,0.4,0.4,-0.296551724,0.017137028,0.011187536,0.013431887,0.065284178,0.114693878,-0.01327196,0.02822314,0.015606731,-0.005760058,0.004660938,0.051645557,-0.006029987,0.103499438,0.103557312,0.102847073,0.135297705,0.122294172,1800
0.12655429,0.045397226,0.074530516,-0.180921053,-0.154545455,-0.138461538,-0.054022989,-0.000408024,0.018751883,0.014838047,0.057091654,0.061836735,0.014633679,-0.007438017,-0.03802552,0.03895539,0.040050169,0.073603102,0.078471317,0.126054702,0.089158667,0.03887349,0.320074288,0.110321131,4100
-0.052572707,0.176439681,0.198356808,0.2,0.036363636,0.138461538,0.24137931,0.269534172,0.425419219,0.145934974,-0.009984639,0.051428571,-0.016129651,-0.119090909,-0.038330537,-0.054300543,-0.170166607,-0.013219852,-0.035039113,0.023664294,-0.123466968,-0.081562468,0.038141701,0.020906568,10800
